X	Percentil5	Percentil10	Percentil25	Percentil50	Percentil75	Percentil90	Percentil95
0.718	48.41	58.09	69.58	84.62	96.86	106.97	112.20
0.721	48.44	58.11	69.58	84.62	96.86	106.95	112.17
0.723	48.47	58.14	69.58	84.62	96.86	106.93	112.14
0.726	48.50	58.16	69.58	84.62	96.86	106.88	112.11
0.729	48.54	58.18	69.61	84.62	96.86	106.86	112.08
0.732	48.57	58.18	69.69	84.62	96.86	106.81	112.09
0.734	48.64	58.18	69.65	84.62	96.86	106.79	112.19
0.737	48.67	58.18	69.67	84.60	96.86	106.77	112.30
0.740	48.70	58.18	69.70	84.59	96.86	106.75	112.40
0.743	48.73	58.16	69.73	84.57	96.86	106.75	112.45
0.745	48.77	58.11	69.75	84.56	96.86	106.75	112.45
0.748	48.80	58.09	69.75	84.54	96.86	106.75	112.45
0.751	48.83	58.07	69.75	84.52	96.86	106.75	112.45
0.754	48.90	58.04	69.75	84.50	96.86	106.75	112.45
0.756	48.93	58.00	69.75	84.49	96.86	106.75	112.45
0.759	48.96	57.97	69.75	84.48	96.86	106.75	112.45
0.762	48.99	57.95	69.75	84.46	96.86	106.75	112.45
0.764	49.03	57.94	69.75	84.42	96.87	106.75	112.45
0.767	49.06	58.02	69.75	84.40	96.88	106.75	112.45
0.770	49.13	58.10	69.74	84.39	96.89	106.75	112.45
0.773	49.16	58.17	69.67	84.40	96.91	106.75	112.45
0.775	49.19	58.12	69.59	84.38	96.93	106.75	112.45
0.778	49.22	58.06	69.58	84.36	96.94	106.75	112.45
0.781	49.26	58.01	69.58	84.34	96.95	106.75	112.45
0.784	49.29	57.96	69.58	84.33	96.97	106.75	112.45
0.786	49.35	57.91	69.58	84.32	96.98	106.75	112.45
0.789	49.35	57.85	69.58	84.31	96.99	106.75	112.45
0.792	49.35	57.80	69.58	84.33	97.00	106.75	112.45
0.795	49.35	57.70	69.58	84.35	97.01	106.75	112.45
0.797	49.35	57.70	69.58	84.37	97.01	106.75	112.45
0.800	49.35	57.71	69.58	84.39	97.00	106.75	112.45
0.803	49.35	57.71	69.58	84.40	97.00	106.75	112.45
0.806	49.35	57.72	69.58	84.44	97.00	106.75	112.45
