X	Percentil5	Percentil10	Percentil25	Percentil50	Percentil75	Percentil90	Percentil95
2019.855	50.98	9.12	12.65	14.09	11.88	10.07	5.82
2019.858	50.96	9.16	12.63	14.09	11.88	10.08	5.82
2019.860	50.93	9.19	12.63	14.08	11.88	10.09	5.82
2019.863	50.91	9.21	12.62	14.08	11.88	10.10	5.81
2019.866	50.87	9.28	12.59	14.08	11.89	10.18	5.73
2019.868	50.85	9.31	12.58	14.08	11.89	10.22	5.69
2019.871	50.83	9.32	12.57	14.08	11.90	10.23	5.68
2019.874	50.82	9.34	12.57	14.06	11.95	10.21	5.68
2019.877	50.80	9.36	12.56	14.05	11.95	10.21	5.68
2019.879	50.80	9.36	12.52	14.10	11.94	10.21	5.68
2019.882	50.80	9.39	12.50	14.15	11.90	10.21	5.68
2019.885	50.80	9.41	12.47	14.16	11.88	10.22	5.68
2019.888	50.80	9.42	12.45	14.17	11.87	10.23	5.68
2019.890	50.80	9.47	12.39	14.19	11.88	10.21	5.68
2019.893	50.80	9.54	12.31	14.21	11.88	10.21	5.68
2019.896	50.80	9.57	12.26	14.23	11.88	10.21	5.68
2019.899	50.80	9.59	12.25	14.21	11.88	10.21	5.68
2019.901	50.80	9.61	12.22	14.22	11.88	10.20	5.68
2019.904	50.80	9.58	12.30	14.17	11.90	10.24	5.63
2019.907	50.80	9.52	12.37	14.16	11.89	10.30	5.59
2019.910	50.80	9.45	12.43	14.16	11.89	10.34	5.53
2019.912	50.80	9.42	12.47	14.15	11.92	10.36	5.49
2019.915	50.80	9.42	12.47	14.15	11.93	10.36	5.48
2019.918	50.80	9.42	12.47	14.17	11.94	10.33	5.48
2019.921	50.80	9.42	12.47	14.16	11.95	10.33	5.48
2019.923	50.80	9.42	12.47	14.17	11.95	10.33	5.48
2019.926	50.80	9.44	12.44	14.17	11.94	10.48	5.32
2019.929	50.80	9.51	12.38	14.18	11.95	10.46	5.32
2019.932	50.80	9.52	12.37	14.18	11.95	10.46	5.32
2019.934	50.80	9.53	12.36	14.18	11.95	10.45	5.33
2019.937	50.80	9.54	12.35	14.18	11.96	10.44	5.34
2019.940	50.80	9.55	12.29	14.23	11.96	10.43	5.33
2019.942	50.80	9.56	12.31	14.19	11.97	10.42	5.30
2019.945	50.80	9.57	12.32	14.18	11.98	10.41	5.30
2019.948	50.80	9.58	12.26	14.23	11.98	10.40	5.30
2019.951	50.80	9.59	12.25	14.20	12.00	10.38	5.32
2019.953	50.80	9.60	12.24	14.23	11.98	10.38	5.38
2019.956	50.80	9.60	12.23	14.22	11.99	10.37	5.39
2019.959	50.80	9.60	12.23	14.22	12.01	10.34	5.42
2019.962	50.80	9.60	12.24	14.22	12.02	10.26	5.48
2019.964	50.80	9.60	12.24	14.23	12.01	10.20	5.54
2019.967	50.67	9.73	12.24	14.23	12.01	10.19	5.55
2019.970	50.67	9.73	12.24	14.23	12.01	10.18	5.56
2019.973	50.67	9.73	12.24	14.23	12.01	10.17	5.57
2019.975	50.67	9.66	12.31	14.23	12.01	10.17	5.58
2019.978	50.67	9.55	12.42	14.23	11.99	10.18	5.59
2019.981	50.67	9.54	12.43	14.22	11.99	10.18	5.60
2019.984	50.67	9.54	12.43	14.20	12.04	10.14	5.61
2019.986	50.67	9.54	12.43	14.18	12.06	10.13	5.62
2019.989	50.67	9.54	12.43	14.13	12.11	10.12	5.63
2019.992	50.67	9.54	12.43	14.13	12.13	10.08	5.64
2019.995	50.67	9.55	12.42	14.14	12.15	10.03	5.66
2019.997	50.67	9.58	12.39	14.14	12.14	10.02	5.68
2020.000	50.67	9.59	12.40	14.16	12.10	10.01	5.69
2020.003	50.67	9.60	12.42	14.16	12.07	10.01	5.70
2020.005	50.67	9.61	12.40	14.16	12.05	10.02	5.71
2020.008	50.67	9.63	12.39	14.17	12.03	10.02	5.72
2020.011	50.67	9.65	12.37	14.17	12.02	10.02	5.72
2020.014	50.67	9.66	12.35	14.16	12.05	9.99	5.73
2020.016	50.67	9.68	12.33	14.18	12.02	10.00	5.74
2020.019	50.67	9.69	12.32	14.19	12.01	10.00	5.75
2020.022	50.67	9.70	12.32	14.17	12.02	9.99	5.75
2020.025	50.67	9.72	12.30	14.15	12.03	10.00	5.76
2020.027	50.67	9.72	12.30	14.14	12.01	10.01	5.77
2020.030	50.67	9.72	12.30	14.15	12.02	9.97	5.79
2020.033	50.67	9.72	12.30	14.12	12.07	9.92	5.83
