  'm-h': `X	Percentil5	Percentil10	Percentil25	Percentil50	Percentil75	Percentil90	Percentil95
3.698630137	63.75	6.90	12.23	13.61	11.59	7.39	7.54
3.701369863	63.75	6.90	12.23	13.61	11.59	7.39	7.54
3.704109589	63.75	6.90	12.43	13.41	11.59	7.39	7.54
3.706849315	63.75	6.90	12.43	13.41	11.59	7.39	7.54
3.709589041	63.75	6.90	12.43	13.44	11.56	7.39	7.54
3.712328767	63.75	6.90	12.43	13.44	11.56	7.39	7.54
3.715068493	63.75	6.90	12.43	13.44	11.56	7.39	7.54
3.717808219	63.75	6.90	12.43	13.44	11.56	7.39	7.54
3.720547945	63.75	6.90	12.43	13.44	11.56	7.39	7.54
3.723287671	63.75	6.90	12.43	13.44	11.56	7.39	7.54
3.726027397	63.58	7.07	12.43	13.44	11.56	7.39	7.54
3.728767123	63.58	7.07	12.43	13.44	11.56	7.39	7.54
3.731506849	63.58	7.07	12.43	13.44	11.56	7.39	7.54
3.734246575	63.58	7.07	12.43	13.43	11.57	7.39	7.54
3.736986301	64.04	6.62	12.43	13.43	11.57	7.44	7.49
3.739726027	64.04	6.62	12.43	13.43	11.57	7.44	7.49
3.742465753	64.04	6.62	12.43	13.43	11.57	7.44	7.49
3.745205479	64.04	6.62	12.43	13.43	11.57	7.44	7.49
3.747945205	64.04	6.62	12.43	13.43	11.57	7.44	7.49
3.750684932	64.04	6.62	12.43	13.43	11.57	7.44	7.49
3.753424658	64.04	6.62	12.43	13.43	11.57	7.44	7.49
3.756164384	64.04	6.62	12.43	13.43	11.57	7.44	7.49
3.758904110	64.04	6.62	12.43	13.46	11.54	7.44	7.49
3.761643836	64.04	6.62	12.43	13.46	11.54	7.44	7.49
3.764383562	64.04	6.62	12.43	13.46	11.54	7.44	7.49
3.767123288	64.04	6.62	12.43	13.46	11.54	7.44	7.49
3.769863014	64.04	6.62	12.43	13.46	11.54	7.44	6.96
3.772602740	63.87	6.79	12.43	13.46	11.54	7.44	6.96
3.775342466	63.87	6.79	12.43	13.46	11.54	7.44	6.96
3.778082192	63.87	6.79	12.43	13.46	11.54	7.44	6.96
3.780821918	63.87	6.79	12.38	13.52	11.54	7.44	6.96
3.783561644	64.32	6.33	12.38	13.52	11.54	7.44	6.96
3.786301370	64.32	6.33	12.38	13.52	11.54	7.49	6.91
3.789041096	64.32	6.33	12.38	13.74	11.31	7.49	6.91
3.791780822	64.32	6.33	12.38	13.74	11.31	7.49	6.91
3.794520548	64.32	6.33	12.38	13.74	11.31	7.49	6.91
3.797260274	64.32	6.33	12.38	13.74	11.31	7.49	6.91
3.800000000	64.32	6.33	12.38	13.74	11.31	7.49	6.91
3.802739726	64.32	6.33	12.38	13.74	11.31	7.49	6.91
3.805479452	64.32	6.33	12.38	13.74	11.31	7.49	6.91
3.808219178	64.32	6.33	12.38	13.74	11.31	7.49	6.91
3.810958904	64.32	6.33	12.38	13.77	11.28	7.49	6.91
3.813698630	64.32	6.33	12.38	13.77	11.28	7.49	6.91
3.816438356	64.32	6.33	12.38	13.77	11.28	7.49	5.81
3.819178082	64.15	6.50	12.38	13.77	11.28	7.49	5.81
3.821917808	64.15	6.50	12.38	13.77	11.28	7.49	5.81
3.824657534	64.15	6.50	12.38	13.77	11.28	7.49	5.81
3.827397260	64.15	6.50	12.38	13.77	11.28	7.49	5.81
3.830136986	64.60	6.05	12.38	13.77	11.28	7.49	5.81
3.832876712	64.60	6.05	12.17	14.21	11.05	7.48	5.82
3.835616438	64.60	6.05	12.17	14.21	11.05	7.48	5.82
3.838356164	64.60	6.05	12.17	14.21	11.05	7.48	5.82
3.841095890	64.60	6.05	12.17	14.21	11.05	7.48	5.82
3.843835616	64.60	6.05	12.17	14.21	11.05	7.48	5.82
3.846575342	64.60	6.05	12.17	14.21	11.05	7.48	5.82
3.849315068	64.60	6.05	12.17	14.21	11.05	7.48	5.82
3.852054795	64.60	6.05	12.17	14.21	11.05	7.48	5.82
3.854794521	64.60	6.05	12.17	14.21	11.05	7.48	5.82
3.857534247	64.60	6.05	12.17	14.21	11.05	7.48	5.82
3.860273973	64.60	6.05	12.17	14.24	11.02	7.48	5.82
3.863013699	64.60	6.05	12.17	14.24	11.02	7.48	5.82
3.865753425	64.60	6.05	12.17	14.24	11.02	7.48	5.70
3.868493151	64.43	6.22	12.17	14.24	11.02	7.48	5.70
3.871232877	64.43	6.22	12.17	14.24	11.02	7.48	5.70
3.873972603	64.43	6.22	12.17	14.24	11.02	7.48	5.70
3.876712329	64.43	6.22	12.17	14.47	10.79	7.48	5.70
3.879452055	64.89	5.76	12.17	14.47	10.79	7.48	5.70
3.882191781	64.89	5.76	12.41	14.24	10.79	7.43	5.75
3.884931507	64.89	5.76	12.41	14.24	10.79	7.43	5.75
3.887671233	64.89	5.76	12.41	14.24	10.79	7.43	5.75
3.890410959	64.89	5.76	12.41	14.24	10.79	7.43	5.75
3.893150685	64.89	5.76	12.41	14.24	10.79	7.43	5.75
3.895890411	64.89	5.76	12.41	14.24	10.79	7.43	5.75
3.898630137	64.89	5.76	12.41	14.24	10.79	7.43	5.75
3.901369863	64.89	5.76	12.41	14.24	10.79	7.43	5.75
3.904109589	64.89	5.76	12.41	14.24	10.79	7.43	5.75
3.906849315	64.89	5.76	12.41	14.24	10.79	7.43	5.75
3.909589041	64.89	5.76	12.41	14.24	10.79	7.43	6.04
3.912328767	64.89	5.76	12.41	14.27	10.76	7.30	6.17
3.915068493	64.72	5.93	12.41	14.27	10.76	7.30	6.17
3.917808219	64.72	5.93	12.41	14.27	10.76	7.30	6.17
3.920547945	64.72	5.93	12.41	14.29	10.73	7.30	6.17
3.923287671	64.72	5.93	12.41	14.29	10.73	7.30	6.17
3.926027397	65.17	5.48	12.41	14.29	10.73	7.30	6.17
3.928767123	65.17	5.48	12.41	14.29	10.73	7.30	6.17
3.931506849	65.17	5.48	12.43	14.27	10.73	7.30	6.17
3.934246575	65.17	5.48	12.43	14.27	10.73	7.30	6.17
3.936986301	65.17	5.48	12.43	14.27	10.73	7.30	6.17
3.939726027	65.17	5.48	12.43	14.27	10.73	7.30	6.17
3.942465753	65.17	5.48	12.43	14.27	10.73	7.30	6.17
3.945205479	65.17	5.48	12.43	14.27	10.73	7.30	6.17
3.947945205	65.17	5.48	12.43	14.27	10.73	7.30	6.17
3.950684932	65.17	5.48	12.43	14.27	10.73	7.30	6.17
3.953424658	65.17	5.48	12.43	14.27	10.87	7.16	6.17
3.956164384	65.17	5.48	12.43	14.27	10.87	7.16	6.17
3.958904110	65.17	5.48	12.43	14.27	10.87	7.16	6.37
3.961643836	65.00	5.65	12.43	14.30	10.84	6.49	7.05
3.964383562	65.00	5.65	12.43	14.30	10.84	6.49	7.05
3.967123288	65.00	5.65	12.43	14.30	10.84	6.49	7.05
3.969863014	65.00	5.65	12.43	14.30	10.84	6.49	7.05
3.972602740	65.46	5.19	12.43	14.30	10.84	6.49	7.05
3.975342466	65.46	5.19	12.43	14.30	10.84	6.49	7.05
3.978082192	65.46	5.19	12.43	14.30	10.84	6.49	7.05
3.980821918	65.46	5.19	12.43	14.30	10.84	6.49	7.05
3.983561644	65.46	5.19	12.43	14.30	10.84	6.49	7.05
3.986301370	65.46	5.19	12.43	14.30	10.84	6.49	7.05
3.989041096	65.46	5.19	12.43	14.30	10.84	6.49	7.05
3.991780822	65.46	5.19	12.43	14.30	10.84	6.49	7.05
3.994520548	65.46	5.19	12.43	14.30	11.22	6.11	7.05
3.997260274	65.46	5.19	12.43	14.30	11.22	6.11	7.05
4.000000000	65.46	5.19	12.43	14.30	11.22	6.11	7.05
4.002739726	65.46	5.19	12.43	14.30	11.22	6.11	7.05
4.005479452	65.46	5.19	12.43	14.30	11.22	6.11	7.05
4.008219178	65.29	5.36	12.43	14.30	11.22	6.30	6.58
4.010958904	65.29	5.36	12.43	14.33	11.18	6.30	6.58
4.013698630	65.29	5.36	12.43	14.33	11.18	6.30	6.58
4.016438356	65.29	5.36	12.43	14.33	11.18	6.30	6.58
4.019178082	65.73	4.93	12.43	14.33	11.18	6.30	6.58
4.021917808	65.73	4.93	12.43	14.33	11.18	6.30	6.58
4.024657534	65.73	4.93	12.43	14.33	11.18	6.30	6.58
4.027397260	65.73	4.93	12.43	14.33	11.18	6.30	6.58
4.030136986	65.73	4.93	12.43	14.33	11.18	6.30	6.58
4.032876712	65.73	4.93	12.43	14.33	11.18	6.30	6.58
4.035616438	65.73	4.93	12.43	14.33	11.18	6.30	6.58
4.038356164	65.73	4.93	12.43	14.33	11.18	6.30	6.58
4.041095890	65.73	4.93	12.43	14.33	11.18	6.30	6.58
4.043835616	65.73	4.93	12.43	14.33	11.18	6.30	6.58
4.046575342	65.73	4.93	12.43	14.33	11.18	6.30	6.58
4.049315068	65.73	4.93	12.43	14.33	11.18	6.30	6.58
4.052054795	65.73	4.93	12.43	14.33	11.18	6.30	6.58
4.054794521	65.52	5.13	12.43	14.33	11.18	6.30	6.58
4.057534247	65.52	5.13	12.43	14.33	11.18	6.72	5.89
4.060273973	65.52	5.13	12.43	14.33	11.18	6.72	5.89
4.063013699	65.52	5.13	12.43	14.37	11.15	6.72	5.89
4.065753425	65.89	4.76	12.43	14.37	11.15	6.72	5.89
4.068493151	65.89	4.76	12.43	14.37	11.15	6.72	5.89
4.071232877	65.89	4.76	12.43	14.37	11.15	6.72	5.89
4.073972603	65.89	4.76	12.43	14.37	11.15	6.72	5.89
4.076712329	65.89	4.76	12.43	14.37	11.15	6.72	5.89
4.079452055	65.89	4.76	12.43	14.37	11.15	6.72	5.89
4.082191781	65.89	4.76	12.43	14.37	11.15	6.72	5.89
4.084931507	65.89	4.76	12.43	14.37	11.15	6.72	5.89
4.087671233	65.89	4.76	12.43	14.37	11.15	6.72	5.89
4.090410959	65.89	4.76	12.43	14.37	11.15	6.72	5.89
4.093150685	65.89	4.76	12.43	14.37	11.15	6.72	5.89
4.095890411	65.89	4.76	12.43	14.37	11.15	6.72	5.89
4.098630137	65.89	4.76	12.43	14.37	11.15	6.72	5.89
4.101369863	65.68	4.97	12.43	14.37	11.15	6.72	5.89
4.104109589	65.68	4.97	12.43	14.37	11.15	6.73	5.88
4.106849315	65.68	4.97	12.43	14.37	11.15	6.73	5.61
4.109589041	65.68	4.97	12.43	14.37	11.15	6.73	5.61
4.112328767	66.06	4.60	12.43	14.40	11.12	6.73	5.61
4.115068493	66.06	4.60	12.43	14.40	11.12	6.73	5.61
4.117808219	66.06	4.60	12.43	14.40	11.12	6.73	5.61
4.120547945	66.06	4.60	12.43	14.40	11.12	6.73	5.61
4.123287671	66.06	4.60	12.43	14.40	11.12	6.68	5.66
4.126027397	66.06	4.60	12.43	14.40	11.12	6.68	5.66
4.128767123	66.06	4.60	12.43	14.40	11.12	6.68	5.66
4.131506849	66.06	4.60	12.43	14.40	11.12	6.68	5.66
4.134246575	66.06	4.60	12.43	14.40	11.12	6.68	5.66
4.136986301	66.06	4.60	12.43	14.40	11.12	6.68	5.66
4.139726027	66.06	4.60	12.43	14.40	11.12	6.68	5.66
4.142465753	66.06	4.60	12.43	14.40	11.12	6.68	5.66
4.145205479	66.06	4.60	12.43	14.40	11.12	6.68	5.66
4.147945205	65.85	4.80	12.43	14.40	11.12	6.68	5.66
4.150684932	65.85	4.80	12.43	14.40	11.12	6.68	5.66
4.153424658	65.85	4.80	12.43	14.40	11.12	6.68	5.66
4.156164384	65.85	4.80	12.43	14.40	11.12	6.68	5.38
4.158904110	65.85	4.80	12.43	14.40	11.12	6.68	5.38
4.161643836	66.22	4.43	12.43	14.40	11.12	6.68	5.38
4.164383562	66.22	4.43	12.43	14.43	11.09	6.68	5.38
4.167123288	66.22	4.43	12.43	14.43	11.09	6.68	5.38
4.169863014	66.22	4.43	12.43	14.43	11.09	6.68	5.38
4.172602740	66.22	4.43	12.43	14.43	11.09	6.41	5.65
4.175342466	66.22	4.43	12.43	14.43	11.09	6.41	5.65
4.178082192	66.22	4.43	12.43	14.43	11.09	6.41	5.65
4.180821918	66.22	4.43	12.43	14.43	11.09	6.41	5.65
4.183561644	66.22	4.43	12.43	14.43	11.09	6.41	5.65
4.186301370	66.22	4.43	12.43	14.43	11.09	6.41	5.65
4.189041096	66.22	4.43	12.43	14.43	11.09	6.41	5.65
4.191780822	66.22	4.43	12.43	14.43	11.09	6.41	5.65
4.194520548	66.01	4.64	12.43	14.43	11.09	6.41	5.65
4.197260274	66.01	4.64	12.43	14.43	11.09	6.41	5.65
4.200000000	66.01	4.64	12.43	14.43	11.09	6.41	5.65
4.202739726	66.01	4.64	12.43	14.43	11.09	6.41	5.40
4.205479452	66.01	4.64	12.43	14.43	11.09	6.41	5.40
4.208219178	66.38	4.27	12.43	14.43	11.09	6.41	5.40
4.210958904	66.38	4.27	12.43	14.43	11.09	6.41	5.40
4.213698630	66.38	4.27	12.43	14.47	11.05	6.41	5.40
4.216438356	66.38	4.27	12.43	14.47	11.05	6.41	5.40
4.219178082	66.38	4.27	12.43	14.47	11.05	6.11	5.71
4.221917808	66.38	4.27	12.43	14.47	11.05	6.11	5.71
4.224657534	66.38	4.27	12.43	14.47	11.05	6.11	5.71
4.227397260	66.38	4.27	12.43	14.47	11.05	6.11	5.71
4.230136986	66.38	4.27	12.43	14.47	11.05	6.11	5.71
4.232876712	66.38	4.27	12.43	14.47	11.05	6.11	5.71
4.235616438	66.38	4.27	12.43	14.47	11.05	6.11	5.71
4.238356164	66.38	4.27	12.43	14.47	11.05	6.11	5.71
4.241095890	66.18	4.48	12.43	14.47	11.05	6.11	5.71
4.243835616	66.18	4.48	12.43	14.47	11.05	6.11	5.71
4.246575342	66.18	4.48	12.43	14.47	11.05	6.11	5.71
4.249315068	66.18	4.48	12.43	14.47	11.05	6.11	6.14
4.252054795	66.18	4.48	12.43	14.47	11.05	6.11	6.14
4.254794521	66.55	4.10	12.43	14.47	11.05	6.11	6.14
4.257534247	66.55	4.10	12.43	14.47	11.05	6.11	6.14
4.260273973	66.55	4.10	12.43	14.47	11.05	6.11	6.14
4.263013699	66.55	4.10	12.43	14.47	11.05	6.11	6.14
4.265753425	66.55	4.10	12.43	14.50	11.02	6.11	6.14
4.268493151	66.55	4.10	12.43	14.50	11.02	6.11	6.14
4.271232877	66.55	4.10	12.43	14.50	11.02	6.11	6.14
4.273972603	66.55	4.10	12.43	14.50	11.02	6.11	6.14
4.276712329	66.55	4.10	12.43	14.50	11.02	6.11	6.14
4.279452055	66.55	4.10	12.43	14.50	11.02	6.11	6.14
4.282191781	66.55	4.10	12.43	14.50	11.02	6.11	6.14
4.284931507	66.55	4.10	12.43	14.50	11.02	6.11	6.14
4.287671233	66.34	4.31	12.43	14.50	11.02	6.11	6.14
4.290410959	66.34	4.31	12.43	14.50	11.02	6.11	6.14
4.293150685	66.34	4.31	12.43	14.50	11.02	6.11	6.14
4.295890411	66.34	4.31	12.43	14.50	11.02	6.11	6.57
4.298630137	66.34	4.31	12.43	14.50	11.02	6.11	6.57
4.301369863	66.50	4.27	12.31	14.50	11.02	6.11	6.57
4.304109589	66.50	4.27	12.31	14.50	11.02	6.11	6.57
4.306849315	66.50	4.27	12.31	14.50	11.02	6.11	6.57
4.309589041	66.50	4.27	12.31	14.50	11.02	6.11	6.57
4.312328767	66.50	4.27	12.31	14.50	11.02	6.11	6.57
4.315068493	66.50	4.27	12.31	14.53	10.99	6.11	6.57
4.317808219	66.50	4.27	12.31	14.58	10.94	6.11	6.57
4.320547945	66.50	4.27	12.31	14.58	10.94	6.11	6.57
4.323287671	66.50	4.27	12.31	14.58	10.94	6.11	6.57
4.326027397	66.50	4.27	12.31	14.58	10.94	6.11	6.57
4.328767123	66.47	4.19	12.43	14.58	10.94	6.11	6.57
4.331506849	66.47	4.19	12.43	14.58	10.94	6.11	6.57
4.334246575	66.47	4.19	12.43	14.58	10.94	6.11	6.57
4.336986301	66.26	4.39	12.43	14.58	10.94	6.11	6.57
4.339726027	66.26	4.39	12.43	14.58	10.94	6.11	6.57
4.342465753	66.26	4.39	12.43	14.58	10.94	6.11	6.57
4.345205479	66.26	4.39	12.43	14.58	10.94	6.11	6.93
4.347945205	66.26	4.39	12.43	14.58	10.94	6.11	6.93
4.350684932	66.26	4.39	12.43	14.58	10.94	6.11	6.93
4.353424658	66.26	4.39	12.43	14.58	10.94	6.11	6.93
4.356164384	66.26	4.39	12.43	14.58	10.94	6.11	6.93
4.358904110	66.26	4.39	12.43	14.58	10.94	6.11	6.93
4.361643836	66.26	4.39	12.43	14.58	10.94	6.11	6.93
4.364383562	66.26	4.39	12.43	14.61	10.91	6.11	6.93
4.367123288	66.26	4.39	12.43	14.61	10.91	6.11	6.93
4.369863014	66.26	4.39	12.43	14.61	10.91	6.11	6.93
4.372602740	66.26	4.39	12.43	14.61	10.91	6.11	6.93
4.375342466	65.79	4.86	12.43	14.61	10.91	6.11	6.93
4.378082192	65.79	4.86	12.43	14.61	10.91	6.11	6.93
4.380821918	65.79	4.86	12.43	14.61	10.91	6.11	6.93
4.383561644	65.59	5.07	12.43	14.61	10.91	6.11	6.93
4.386301370	65.59	5.07	12.43	14.61	10.91	6.11	6.93
4.389041096	65.59	5.07	12.43	14.61	10.96	6.05	6.93
4.391780822	65.59	5.07	12.43	14.61	10.96	6.05	7.12
4.394520548	65.59	5.07	12.43	14.61	10.96	6.05	7.12
4.397260274	65.59	5.07	12.43	14.61	10.96	6.05	7.12
4.400000000	65.59	5.07	12.43	14.61	10.96	6.05	7.12
4.402739726	65.59	5.07	12.43	14.61	10.96	6.05	7.12
4.405479452	65.59	5.07	12.43	14.61	10.96	6.05	7.12
4.408219178	65.59	5.07	12.43	14.61	10.96	6.05	7.12
4.410958904	65.59	5.07	12.43	14.61	10.96	6.05	7.12
4.413698630	65.59	5.07	12.43	14.61	10.96	6.05	7.12
4.416438356	65.59	5.07	12.43	14.64	10.93	6.05	7.12
4.419178082	65.59	5.07	12.43	14.64	10.93	6.05	7.12
4.421917808	65.12	5.53	12.43	14.64	10.93	6.05	7.12
4.424657534	65.12	5.53	12.43	14.64	10.93	6.05	7.12
4.427397260	65.12	5.53	12.43	14.64	10.93	6.05	7.12
4.430136986	64.91	5.74	12.43	14.64	10.93	6.05	7.12
4.432876712	64.91	5.74	12.43	14.64	10.93	6.05	7.12
4.435616438	64.91	5.74	12.43	14.64	11.02	5.96	7.12
4.438356164	64.91	5.74	12.43	14.64	11.02	5.96	7.12
4.441095890	64.91	5.74	12.43	14.64	11.02	5.96	7.35
4.443835616	64.91	5.74	12.43	14.64	11.02	5.96	7.35
4.446575342	64.91	5.74	12.43	14.64	11.02	5.96	7.35
4.449315068	64.91	5.74	12.43	14.64	11.02	5.96	7.35
4.452054795	64.91	5.74	12.43	14.64	11.02	5.96	7.35
4.454794521	64.91	5.74	12.43	14.64	11.02	5.96	7.35
4.457534247	64.91	5.74	12.43	14.64	11.02	5.96	7.35
4.460273973	64.91	5.74	12.43	14.64	11.02	5.96	7.35
4.463013699	64.91	5.74	12.43	14.64	11.02	5.96	7.35
4.465753425	64.91	5.74	12.43	14.68	10.99	5.96	7.35
4.468493151	64.44	6.21	12.43	14.68	10.99	5.96	7.35
4.471232877	64.44	6.21	12.43	14.68	10.99	5.96	7.35
4.473972603	64.44	6.21	12.43	14.68	10.99	5.96	7.35
4.476712329	64.24	6.42	12.43	14.76	10.91	5.96	7.35
4.479452055	64.24	6.42	12.43	14.76	10.91	5.96	7.35
4.482191781	64.24	6.42	12.43	14.76	10.91	5.96	7.35
4.484931507	64.24	6.42	12.43	14.76	10.91	5.96	7.35
4.487671233	64.24	6.42	12.43	14.76	10.91	5.96	7.59
4.490410959	64.24	6.42	12.43	14.76	10.91	5.96	7.59
4.493150685	64.24	6.42	12.43	14.76	10.91	5.96	7.59
4.495890411	64.24	6.42	12.43	14.76	10.91	5.96	7.59
4.498630137	64.24	6.42	12.43	14.76	10.91	5.93	7.62
4.501369863	64.24	6.42	12.43	14.76	10.91	5.93	7.62
4.504109589	64.24	6.42	12.43	14.76	10.91	5.93	7.62
4.506849315	64.24	6.42	12.43	14.76	10.91	5.93	7.62
4.509589041	64.24	6.42	12.43	14.76	10.91	5.93	7.62
4.512328767	64.24	6.42	12.43	14.76	10.91	5.93	7.62
4.515068493	63.77	6.88	11.45	15.73	10.91	5.93	7.62
4.517808219	63.77	6.88	11.45	15.77	10.88	5.93	7.62
4.520547945	63.77	6.88	11.45	15.77	10.88	5.93	7.62
4.523287671	63.56	7.09	11.45	15.77	10.88	5.93	7.62
4.526027397	63.56	7.09	11.45	16.09	10.56	5.93	7.62
4.528767123	63.56	7.09	11.45	16.09	10.56	5.93	7.62
4.531506849	63.56	7.09	11.24	16.30	10.56	5.93	7.62
4.534246575	63.56	7.09	11.24	16.30	10.56	5.93	7.62
4.536986301	63.56	7.09	11.24	16.30	10.56	5.93	7.68
4.539726027	63.56	7.09	11.24	16.30	10.56	5.93	7.68
4.542465753	63.56	7.09	11.24	16.30	10.56	5.93	7.68
4.545205479	63.56	7.09	11.24	16.30	10.56	5.93	7.68
4.547945205	63.56	7.09	11.24	16.30	10.56	5.64	7.97
4.550684932	63.56	7.09	11.24	16.30	10.56	5.64	7.97
4.553424658	63.56	7.09	11.24	16.30	10.56	5.64	7.97
4.556164384	63.56	7.09	11.24	16.30	10.56	5.64	7.97
4.558904110	63.56	7.09	11.24	16.30	10.56	5.64	7.97
4.561643836	63.10	7.56	11.24	16.30	10.56	5.64	7.97
4.564383562	63.10	7.23	11.57	16.30	10.56	5.64	7.97
4.567123288	63.10	7.23	11.57	16.33	10.52	5.64	7.97
4.569863014	62.89	7.44	11.57	16.33	10.52	5.64	7.97
4.572602740	62.89	7.44	11.57	16.27	10.59	5.64	7.97
4.575342466	62.89	7.44	11.57	16.27	10.44	5.79	7.97
4.578082192	62.89	7.44	10.54	17.29	10.44	5.79	7.97
4.580821918	62.89	7.44	10.54	17.29	10.44	5.79	7.97
4.583561644	62.89	7.44	10.54	17.29	10.44	5.79	7.88
4.586301370	62.89	7.44	10.54	17.29	10.44	5.79	7.88
4.589041096	62.89	7.44	10.54	17.29	10.44	5.79	7.88
4.591780822	62.89	7.44	10.54	17.29	10.44	5.79	7.88
4.594520548	62.89	7.44	10.54	17.29	10.44	5.79	7.88
4.597260274	62.89	7.44	10.54	17.29	10.44	5.24	8.43
4.600000000	62.89	7.44	10.54	17.29	10.44	5.24	8.43
4.602739726	62.89	7.44	10.54	17.29	10.44	5.24	8.43
4.605479452	62.89	7.44	10.54	17.29	10.44	5.24	8.43
4.608219178	62.89	7.44	10.54	17.29	10.44	5.24	8.43
4.610958904	62.89	7.44	10.54	17.29	10.44	5.24	8.43
4.613698630	57.92	12.41	10.54	17.29	10.44	5.24	8.43
4.616438356	57.75	12.58	10.54	17.33	10.41	5.24	8.43
4.619178082	57.75	12.58	10.54	17.33	10.41	5.24	8.43
4.621917808	57.75	12.58	10.54	16.99	10.74	5.24	8.43
4.624657534	57.75	12.58	10.54	16.99	10.74	5.24	8.43
4.627397260	57.75	12.58	10.54	16.99	10.74	5.24	8.43
4.630136986	57.75	12.58	10.54	16.99	10.74	5.24	8.43
4.632876712	57.75	12.58	10.54	16.99	10.74	5.24	8.33
4.635616438	57.75	12.58	10.54	16.99	10.74	5.24	8.33
4.638356164	57.75	12.58	10.54	16.99	10.74	5.24	8.33
4.641095890	57.75	12.58	10.54	16.99	10.74	5.24	8.33
4.643835616	57.75	12.58	10.54	16.99	10.74	5.24	8.33
4.646575342	57.75	12.58	10.54	16.99	10.74	4.70	8.88
4.649315068	57.75	12.58	10.54	16.99	10.74	4.70	8.88
4.652054795	57.75	12.58	10.54	16.99	10.74	4.70	8.88
4.654794521	57.75	12.58	10.54	16.99	10.74	4.70	8.88
4.657534247	57.75	12.58	10.54	16.99	10.74	4.70	8.88
4.660273973	57.75	12.58	10.54	16.99	10.74	4.70	8.88
4.663013699	59.17	11.16	10.54	16.99	10.74	4.70	8.88
4.665753425	59.17	11.16	10.54	16.99	10.74	4.70	8.88
4.668493151	59.17	11.16	10.54	17.02	10.71	4.70	8.88
4.671232877	59.17	11.16	10.54	17.02	10.71	4.70	8.88
4.673972603	59.17	11.16	10.54	17.02	10.71	4.70	8.88
4.676712329	59.17	11.16	10.54	17.02	10.71	4.70	8.88
4.679452055	59.17	11.16	10.54	17.02	10.71	4.70	8.79
4.682191781	59.17	11.16	10.54	17.02	10.71	4.70	8.79
4.684931507	59.17	11.16	10.54	17.02	10.71	4.70	8.79
4.687671233	59.17	11.16	10.54	17.02	10.71	4.70	8.79
4.690410959	59.17	11.16	10.54	17.02	10.71	4.70	8.79
4.693150685	59.17	11.16	10.54	17.02	10.71	4.70	8.79
4.695890411	59.17	11.16	10.54	17.02	10.71	4.54	8.95
4.698630137	59.17	11.16	10.54	17.02	10.71	4.54	8.95
4.701369863	59.17	11.16	10.54	17.02	10.71	4.54	8.95
4.704109589	59.17	11.16	10.54	17.02	10.71	4.54	8.95
4.706849315	59.17	11.16	10.54	17.02	10.71	4.54	8.95
4.709589041	59.17	11.16	10.54	17.02	10.71	4.54	8.95
4.712328767	60.71	9.62	10.54	17.02	10.71	4.54	8.95
4.715068493	60.71	9.62	10.54	17.02	10.71	4.54	8.95
4.717808219	60.71	9.62	10.54	17.03	10.70	4.54	8.95
4.720547945	60.71	9.62	10.54	16.97	10.76	4.54	8.95
4.723287671	60.71	9.62	10.54	16.97	10.76	4.54	8.95
4.726027397	60.71	9.62	10.54	16.97	10.76	4.54	8.95
4.728767123	60.71	9.62	10.54	16.97	10.76	4.54	8.85
4.731506849	60.71	9.62	10.54	16.97	10.76	4.54	8.85
4.734246575	60.71	9.62	10.54	16.97	10.76	4.54	8.85
4.736986301	60.71	9.62	10.54	16.97	10.76	4.54	8.85
4.739726027	60.71	9.62	10.54	16.97	10.76	4.54	8.85
4.742465753	60.71	9.62	10.54	16.97	10.76	4.54	8.85
4.745205479	60.71	9.62	10.54	16.97	10.76	4.50	8.88
4.747945205	60.71	9.62	10.54	16.97	10.76	4.50	8.88
4.750684932	60.71	9.62	10.54	16.97	10.76	4.50	8.88
4.753424658	60.71	9.62	10.54	16.97	10.76	4.50	8.88
4.756164384	60.71	9.62	10.54	16.97	10.76	4.50	8.88
4.758904110	60.71	9.62	10.54	16.97	10.76	4.50	8.88
4.761643836	60.71	9.62	10.54	16.97	10.76	4.50	8.88
4.764383562	61.98	8.35	10.54	16.97	10.83	4.44	8.88
4.767123288	61.98	8.35	10.54	16.97	10.83	4.44	8.88
4.769863014	61.98	8.35	10.54	16.91	10.89	4.44	8.88
4.772602740	61.98	8.35	10.54	16.91	10.89	4.44	8.88
4.775342466	61.98	8.35	10.54	16.91	10.89	4.44	8.88
4.778082192	61.98	8.35	10.54	16.91	10.89	4.44	8.88
4.780821918	61.98	8.35	10.54	16.91	10.89	4.44	8.88
4.783561644	61.98	8.35	10.54	16.91	10.89	4.44	8.88
4.786301370	61.98	8.35	10.54	16.91	10.89	4.44	8.88
4.789041096	61.98	8.35	10.54	16.91	10.89	4.44	8.88
4.791780822	61.98	8.35	10.54	16.91	10.89	4.44	8.88
4.794520548	61.98	8.35	10.54	16.91	10.89	4.40	8.92
4.797260274	61.98	8.35	10.54	16.91	10.89	4.40	8.92
4.800000000	61.98	8.35	10.54	16.91	10.89	4.40	8.92
4.802739726	61.98	8.35	10.54	16.91	10.89	4.40	8.92
4.805479452	61.98	8.35	10.54	16.91	10.89	4.40	8.92
4.808219178	61.98	8.35	10.54	16.91	10.89	4.40	8.92
4.810958904	61.98	8.35	10.54	16.91	10.89	4.40	8.92
4.813698630	62.68	7.65	10.54	16.91	10.97	4.33	8.92
4.816438356	62.68	7.65	10.54	16.91	10.97	4.33	8.92
4.819178082	62.68	7.65	10.54	16.84	11.04	4.33	8.92
